Feature,001_SMC_IIRN_p3s1,002_SMC_IIRN_p3s2,003_SMC_IIRN_p3s3,004_SMC_IIRN_p3s4,005_SMC_IIRN_p4s1,006_SMC_IIRN_p4s2,007_SMC_IIRN_p4s3,008_SMC_IIRN_p4s4,009_SMC_IIRN_p5s1,010_SMC_IIRN_p5s2,011_SMC_IIRN_p5s3,012_SMC_IIRN_p5s4,013_SMC_IIRN_p8s1,014_SMC_IIRN_p8s2,015_SMC_IIRN_p8s3,017_SMC_IIRN_p9s1,018_SMC_IIRN_p9s2,019_SMC_IIRN_p9s3,020_SMC_IIRN_p9s4,021_SMC_IIRN_p10s1,022_SMC_IIRN_p10s2,023_SMC_IIRN_p10s3,025_SMC_IIRN_p11s1,026_SMC_IIRN_p11s2,027_SMC_IIRN_p11s3,028_SMC_IIRN_p11s4,029_SMC_IIRN_p12s1,030_SMC_IIRN_p12s2,031_SMC_IIRN_p12s3,032_SMC_IIRN_p12s4,034_SMC_IIRN_p13s1,035_SMC_IIRN_p13s2,036_SMC_IIRN_p13s3,037_SMC_IIRN_p13s4,038_SMC_IIRN_p13s5,039_SMC_IIRN_p13s6,040_SMC_IIRN_p13s7,044_SMC_IIRN_p14s1,045_SMC_IIRN_p14s2,046_SMC_IIRN_p14s3,047_SMC_IIRN_p14s4,048_SMC_IIRN_p15s1,049_SMC_IIRN_p15s2,050_SMC_IIRN_p15s3,052_SMC_IIRN_p16s1,053_SMC_IIRN_p16s2,054_SMC_IIRN_p16s3,055_SMC_IIRN_p16s4,056_SMC_IIRN_p17s1,057_SMC_IIRN_p17s2,058_SMC_IIRN_p17s3,059_SMC_IIRN_p17s4,060_SMC_IIRN_p18s1,061_SMC_IIRN_p18s2,062_SMC_IIRN_p18s3,064_SMC_IIRN_p19s1,065_SMC_IIRN_p19s2,066_SMC_IIRN_p19s3,068_SMC_IIRN_p25s1,069_SMC_IIRN_p25s2,070_SMC_IIRN_p25s3,074_SMC_IIRN_p27s3,075_SMC_IIRN_p27s4,076_SMC_IIRN_p29s1,077_SMC_IIRN_p29s2,078_SMC_IIRN_p29s3,079_SMC_IIRN_p29s4,080_SMC_IIRN_p29s5,081_SMC_IIRN_p29s6,082_SMC_IIRN_p29s7,083_SMC_IIRN_p29s8,084_SMC_IIRN_p29s9,086_SMC_IIRN_p34s1,087_SMC_IIRN_p34s2,088_SMC_IIRN_p34s3,089_SMC_IIRN_p34s4,090_SMC_IIRN_p36s1,091_SMC_IIRN_p36s2,092_SMC_IIRN_p36s3,093_SMC_IIRN_p36s4,094_SMC_IIRN_p37s1,095_SMC_IIRN_p37s2,096_SMC_IIRN_p37s3,097_SMC_IIRN_p37s4,099_SMC_IIRN_p38s2,100_SMC_IIRN_p38s3,102_SMC_IIRN_p41s1,103_SMC_IIRN_p41s2,104_SMC_IIRN_p41s3,105_SMC_IIRN_p41s4,106_SMC_IIRN_p42s1,107_SMC_IIRN_p42s2,108_SMC_IIRN_p42s3,110_SMC_IIRN_p43s1,111_SMC_IIRN_p43s2,112_SMC_IIRN_p43s3,113_SMC_IIRN_p43s4
Pyridoxine,0.001035118,0.001667241,7.88E-04,8.46E-04,0.001683451,0.002336894,0.001000992,4.80E-04,0.001019102,0.001016369,5.86E-04,0.00302011,9.28E-04,5.48E-04,0.001880454,9.12E-04,5.54E-04,0.001025957,0.001354202,0.001123563,6.98E-04,0.001050931,6.15E-04,9.95E-04,9.56E-04,7.18E-04,6.87E-04,8.51E-04,5.61E-04,7.47E-04,6.89E-04,7.98E-04,4.83E-04,0.001053037,0.001085775,9.72E-04,6.99E-04,7.62E-04,0.001434978,0.001208855,0.001332707,7.40E-04,9.92E-04,0.001396657,0.005894838,0.001844391,8.97E-04,6.61E-04,7.17E-04,0.001135687,0.001179063,9.42E-04,4.93E-04,8.37E-04,6.44E-04,8.56E-04,0.001086243,0.00117976,0.001023049,5.53E-04,8.85E-04,0.00122845,6.29E-04,7.56E-04,0.003056697,7.40E-04,9.25E-04,0.002042475,0.003054204,0,0.001277824,8.67E-04,6.78E-04,7.60E-04,0.001014106,0.002486274,9.20E-04,8.76E-04,0.001485778,9.28E-04,6.23E-04,5.78E-04,0.006576181,0.001935017,8.88E-04,0.00345351,8.34E-04,0.001001075,9.94E-04,0.001947759,4.80E-04,5.38E-04,8.41E-04,0,0.001037445,0.001258146,9.00E-04
Pyruvate,0.429286356,0.244054975,0.40337834,0.226553687,0.181317445,0.24779029,0.776390098,0.223806397,1.269464386,0.359073975,0.406465499,0.539910973,0.372739616,0.374606143,0.389247635,0.335383134,0.512827231,0.486238074,0.49297674,0.91272434,0.475228631,0.326339105,0.512836364,0.677600567,1.24624241,1.043445331,0.306001241,0.801064369,0.269624151,0.269153771,1.244398511,0.400498394,0.455466492,0.796157572,0.448921821,0.59336043,0.520667817,0.757399429,0.697742741,0.41774442,0.869175028,0.240488791,0.796689478,0.447099044,1.147499596,0.673045743,0.772431089,0.573361094,0.509923141,0.424664618,0.602500419,0.354425526,0.394912665,0.515335168,0.460708599,0.715978825,1.369182345,1.309778585,1.027438415,0.524571426,0.512560706,1.033263395,0.427332687,1.731353373,1.367072585,1.353726983,1.043659277,0.331685188,0.728443369,1.02081745,1.09889279,0.868028992,0.347600224,0.473866686,0.698416394,1.135843427,0.369255051,0.229374976,0.399016434,0.330330136,0.165730945,0.415395606,1.1051084,0.602019194,1.127302569,0.59962899,0.379200357,0.390669666,0.360180143,0.739196448,0.394110391,0.201534386,0.167733919,0.589616088,1.20244262,1.100849563,0.720625714
Quinate,0.017108582,0.007895191,0.004031616,0.023698763,0.002082501,0.001139176,0.001431578,0,0.023344956,0.005941048,0.009429627,0.032047956,0.003042447,0.001425707,0.002818258,0.002349901,0.017815828,0,0.010932149,0.10401552,0.032125775,0.054585498,0.001594794,0.021464789,0,0.01297315,0.042463997,0.018831233,0.016169202,0.031433255,0.002006451,0.014803467,0.004399913,0.032638175,0.025215574,0.025522834,0.012097005,0.007377019,0.017330513,0.02133707,0.031293578,0.0188355,0.006184841,0.019181612,0.017556466,0.006564024,0.008664652,0.014653837,0,6.48E-04,0.00180982,0,0.014433673,0.007216403,0.006411709,0.045589375,0.059919402,0.052041738,0.004814687,0,0,0.006140936,0.01953815,0.0015047,0,0.002047734,0.003143864,0.012135968,0.003605122,0.002419,0.002613409,0.002833995,0.021084145,0.043380536,0.059754437,0.069139684,0.009521614,0.02159586,0.020922227,0.001544049,0.038771866,0.018134947,0.024361244,0.02138087,0.024314465,0.031983329,0.032247994,0.05171249,0.055247492,0.048435016,0,0,0,0.00353958,0.002894501,0,0.001821422
Quinoline,0.0013613,0.002232872,0.001216172,9.15E-04,0.001408988,8.40E-04,0.001091486,0.002264468,0.003234367,0.001259839,0.001646584,0.002403597,0.001218903,0.001469374,0.00109156,7.36E-04,0.001456665,0.001860758,0.001409542,0.0022237,0.001260142,9.50E-04,0.001298908,0.001394956,0.001445143,0.001599862,0.001058292,0.001350775,0.002863076,0.001095392,0.001420265,0.001379911,0,0.001572149,9.16E-04,0.001292649,0.00111322,0.001252404,0,0.001770651,0.003243565,0.001358939,0,9.34E-04,0.001883827,0.001260351,0.002946178,0.001667539,0.001164746,0.002519922,0.002411401,0.00125076,8.49E-04,0.001254531,0.001007922,0.001280159,0.001823819,0.002120242,0.001385419,0.001319803,0.002826431,0.002066789,0.001339583,0.001555865,0.001093176,0.001205413,0.001046468,0.001604954,0.001335877,0.001298965,7.85E-04,0.006229271,8.47E-04,0.001121699,0.001067263,0.001096304,0.001561762,0.001045025,0.001060287,8.15E-04,9.72E-04,0.001466716,0,9.59E-04,0.001289766,0,0.001529815,0.001226427,0.001729147,0.001365769,9.72E-04,0,9.66E-04,0.001744613,0.001395334,0.001001726,0.00227666
Raffinose,0,0.001094049,0,0,0,0,0,0,0,0,0.001611753,8.85E-04,0.001060804,0.001106463,0,0,0,0,0,6.73E-04,0,0,0,0,0,8.66E-04,9.62E-04,0,0,0,0,5.73E-04,0,0,0.001605504,0,0,0,0.001830212,0.001547468,0,0,8.64E-04,0,0,0,0,0,0.00158668,0,0,0,9.70E-04,0,0,0,0,0,0,5.18E-04,0.001287963,0,0,0.001273455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001552749,0,0,0,0,0,0,0.001447298,0,0,0,0.005671749,0,0
Rhamnose,0.001729796,0.005133172,0.006172917,0.003795407,0.005713048,0,0.002003549,0.003410089,0.010376742,0.002148875,0.005923801,0.004382443,0.006636328,0.00166552,0.002424665,0.003856679,0.001574005,0.002886957,0.003957547,0.007599109,0.003911429,0.008289589,0.005973294,0.005178819,0.005935601,0.001405522,0.004427084,0.005010011,0.002097167,0.002781208,0.005525975,0.005480182,0.001530973,0.009034512,0.006279341,0.006191023,0.00766545,0.006675755,0.006754567,0.009753365,0.008097941,0.005691475,0.008376667,0.00501021,0.005773369,0.004147742,0.006078514,0.003913611,0.005284772,0.003018408,0.006728714,0.006351134,0.004379407,0.006123181,0.004013656,0.005595464,0.010541946,0.006820082,0.00382041,0.00641927,0.006225292,0.007236164,0.004861354,0.006726235,0.007874023,0.00812981,0.003866558,0.006683984,0.006955463,0.005576436,0.003222224,0.006404523,0.010425218,0.006021883,0.008385387,0.009118887,0.006225482,0.005946658,0.005257297,0.005992736,0.00802012,0.005273937,0.004188394,0.020658768,0.005023235,0.00523639,0.005735088,0.008233875,0.0064766,0.00765479,0.006098526,0.005735524,0.005697464,0.003265184,0.005826309,0.007368187,0.005855087
Riboflavin,4.46E-04,6.07E-04,8.26E-04,0,0,3.98E-04,0,0,0,4.38E-04,4.95E-04,7.94E-04,0,0,0,5.75E-04,0,6.29E-04,0,0,6.01E-04,4.60E-04,0,0,4.76E-04,0,0,0,0,0,0,0.006550086,0.008485404,0.007291863,0.010620291,0.006926545,0.007596294,0,0,0,0,0,0.002071836,4.92E-04,0,0,0,0,5.15E-04,0,7.79E-04,5.97E-04,0,0.001817549,0,0,0,0.001027347,0,0,0,0,0,8.39E-04,0,0,7.02E-04,7.14E-04,5.96E-04,7.17E-04,0.00208662,0,7.21E-04,0,0,0,5.42E-04,7.45E-04,0,0,0,0,0,0,0,0,0,0,0,0,6.44E-04,0,0,0,0,0,0
Ribose,0.030583777,0.020923158,0.024206436,0.023638942,0.017577197,0.020747372,0.024780166,0.012646871,0.02782631,0.01970145,0.022473473,0.025640717,0.021078196,0.020567707,0.019613722,0.020390305,0.024926474,0.024105892,0.023808038,0.023309655,0.025948747,0.018504795,0.024687247,0.023655695,0.019103563,0.022393016,0.022797514,0.021446839,0.019590998,0.024912808,0.026523352,0.023799841,0.022004467,0.02174608,0.021019191,0.027171883,0.022795757,0.021560799,0.023215139,0.029326529,0.023013362,0.02122267,0.021996436,0.008472247,0.022249479,0.025347916,0.01714744,0.018205623,0.026984041,0.022346406,0.021688522,0.022300833,0.016893397,0.01463575,0.019242706,0.019613288,0.025574521,0.025899188,0.028016983,0.024476342,0.017538021,0.026746926,0.023379041,0.022100691,0.019793727,0.025247528,0.018107667,0.019498369,0.0203735,0.021780562,0.023284327,0.018260166,0.022559205,0.019567818,0.019891245,0.023004837,0.019924505,0.023450671,0.025547121,0.025410835,0.024208588,0.018400875,0.017215406,0.018138601,0.018601096,0.019450179,0.021115797,0.026957389,0.023294922,0.020508588,0.018153519,0.01660212,0.019742078,0.02020587,0.037544279,0.02601435,0.022725149
Ricinoleic acid,0.040313486,0.034986494,0.042460678,0.03617442,0.030270889,0.042341736,0.052014757,0.029569189,0.024205972,0.040800602,0.024742204,0.031564247,0.022797134,0.021446785,0.024214982,0.040769384,0.028981219,0.023534229,0.053779739,0.02172836,0.037656962,0.019422682,0.047984919,0.02516861,0.061986876,0.068152244,0.045927785,0.045253338,0.033396849,0.05228924,0.01954626,0.035445015,0.038067278,0.019811385,0.038848422,0.032358057,0.027543538,0.023411979,0.017109906,0.016042403,0.017491008,0.042931974,0.044775514,0.024905408,0.083923583,0.031988737,0.038109297,0.02744426,0.047398495,0.04052698,0.038421707,0.038106184,0.037458942,0.037559181,0.036785096,0.037710251,0.02426709,0.026658866,0.033414995,0.021605079,0.020384397,0.022614181,0.023853382,0.054582345,0.041962602,0.06092242,0.043879249,0.033369502,0.054177776,0.02874294,0.025942674,0.044476758,0.007950436,0.013018197,0.006933166,0.013197396,0.036510126,0.031310759,0.040318284,0.062716498,0.033415971,0.071167682,0.029631885,0.045378561,0.030718667,0.042301835,0.041499501,0.029566517,0.037607403,0.036169686,0.029378138,0.03189357,0.050436472,0.025888167,0.018019163,0.01780599,0.020823948
S-Hexyl-Glutathione,0,0,0,0,0,0,3.88E-04,4.63E-04,0,0,0,6.15E-04,0,4.94E-04,8.86E-04,0,4.95E-04,0,5.04E-04,0,0,0,9.81E-04,5.85E-04,0,6.06E-04,6.25E-04,0,0,0,0,6.23E-04,5.83E-04,0,7.52E-04,0,0,0,0,0,0,0,0,6.05E-04,6.59E-04,0.001175793,6.04E-04,0,0,5.37E-04,7.09E-04,5.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-04,0,0,0,0,0,0,0,0,0,0,8.36E-04,0,0,0,0,0,0,5.50E-04,5.55E-04,0,7.38E-04,0
SAICAr,0,5.25E-04,0.001639592,0,0.001603531,0,0,0,7.84E-04,0,7.38E-04,3.71E-04,0.001749824,0,3.46E-04,5.32E-04,0,0,0,0.00100797,0,8.08E-04,6.57E-04,0.001282386,0.001783963,0,3.87E-04,3.84E-04,3.45E-04,7.25E-04,5.56E-04,3.05E-04,0,0.005240295,0.002728719,0.002214364,0.003447883,0.003242617,0.003599976,0.004281801,0.003923274,0.00395129,0.003539114,0.002384842,0.004935777,0.003495692,0.001916887,0.002494758,0.00371534,0.003255549,0.002512006,0.00382936,0.004084929,0.00392661,0.002919527,0.002054676,0.002987131,0.003788082,0.003687655,0.003695401,0.002047211,0.004421377,0.003431295,0.004231908,0.004246396,0.004074938,0.003874636,0.003108554,0.003819818,0.00391609,0.004376441,0.005297,0.00482973,0.004917804,0.004228288,0.004837171,0.003762375,0.004403744,0.003496317,0.003028043,0.004486222,0.003868477,0.004917459,0.003157194,0.004566623,0.003152426,0.004506205,0.003935348,0.00384591,0.004621722,0.00458779,0.004345805,0.005388074,0.004605115,0.004742841,0.003322032,0.00330851
Salicylate,0.002174876,0.002004235,0,0.002671547,0.004415931,0.00192229,0.002513483,0.001640909,0.00383547,0.00170129,0.00354435,0.006524731,0.002548377,0.002268886,0.00199444,0,0.001967817,0.010728759,0.002698914,0.003064409,0.002926399,0.002733623,0.003069473,0.001760192,0.00158016,0.002851298,0.004819592,0.002344198,0.001992844,0.001813365,0.004606438,0.003854612,0.002380419,0.002320556,0.003150863,0.00842389,0.002760961,0.003719874,0.003520388,0.007161992,0.004901977,0.002662545,0.002809534,0.002512644,0.002318292,0.002634522,0.002399007,0.002934096,0.003097976,0.008529129,0.003190377,0.002104914,0,0.01815068,0.001247444,0.001465081,0.003573243,0.004680167,0.002567519,0.002725787,0.002876297,0.014796699,0.003683137,0.003332551,0.003587744,0.019042854,0.003648072,0.002347042,0.003190852,0.002343443,0.002315963,0.002901893,0.002220054,0.004260656,0.002781964,0.002206622,0.003280719,0.003334436,0.003665482,0.002262632,0.002356292,0.001835478,0.005456691,0.002825112,0.004163624,0.003072007,0.004695756,0.003157099,0.00496715,0.004065628,0.002770668,0.003453404,0.003201061,0.31869678,0.117783824,0.051214158,0.095998951
Salsolinol,3.21E-04,2.99E-04,3.70E-04,0,5.60E-04,3.80E-04,4.03E-04,0,0,3.74E-04,4.53E-04,3.31E-04,4.38E-04,4.30E-04,4.85E-04,3.72E-04,5.71E-04,5.04E-04,4.45E-04,4.03E-04,4.42E-04,4.32E-04,4.54E-04,4.19E-04,0,2.97E-04,0,4.81E-04,5.04E-04,6.24E-04,4.09E-04,6.14E-04,3.55E-04,6.22E-04,4.93E-04,5.42E-04,5.30E-04,4.62E-04,3.68E-04,4.46E-04,5.21E-04,5.29E-04,0,0,3.90E-04,3.76E-04,4.69E-04,6.06E-04,3.69E-04,3.41E-04,4.44E-04,5.14E-04,3.47E-04,5.46E-04,3.06E-04,4.52E-04,5.17E-04,0,5.01E-04,5.04E-04,4.95E-04,3.96E-04,0,0.001298473,3.50E-04,3.80E-04,7.25E-04,0,3.97E-04,4.91E-04,0,5.34E-04,0,0,5.23E-04,4.26E-04,3.82E-04,5.01E-04,5.05E-04,4.17E-04,0,3.80E-04,6.41E-04,4.42E-04,0,0,6.22E-04,5.97E-04,4.04E-04,0,0,4.27E-04,4.88E-04,4.75E-04,4.98E-04,3.57E-04,0
Sarcosine,0.016453534,0.023866739,0.016109264,0.017187964,0.017870422,0.01099966,0.012539292,0.008834389,0.016215586,0.005207172,0.011200854,0.014051679,0.011927987,0.013564785,0.012764635,0.010810355,0.013049639,0.01261351,0.010230404,0.010745452,0.011619824,0.012183638,0.012906042,0.015505069,0.012605211,0.01117762,0.010634085,0.011927476,0.010722581,0.010416341,0.007130607,0.011974858,0.008845972,0.010248621,0.011109464,0.012819689,0.011237411,0.007651338,0.006532368,0.0104963,0.00662845,0.015773387,0.021038397,0.011568467,0.009761202,0.012872841,0.013787585,0.013927392,0.012591963,0.016127407,0.016367132,0.009987926,0.008298234,0.007241845,0.008930738,0.010364502,0.01901259,0.014295033,0.00868015,0.009796241,0.011879963,0.010169918,0.018544027,0.011596476,0.012504582,0.011432285,0.010761115,0.013317965,0.013562792,0.009885459,0.018826233,0.013108198,0.011445547,0.009742473,0.013962582,0.012105575,0.015278998,0.014379387,0.011669597,0.0096279,0.013241916,0.009640504,0.013278505,0.010874508,0.007218688,0.009829768,0.009232885,0.011506396,0.010208169,0.010604684,0.011703606,0.012687156,0.016052078,0.006777898,0.007602014,0.007441994,0.00567487
Serine,0.141519906,0.153944803,0.158171442,0.106931034,0.111464795,0.135546944,0.113208075,0.185149743,0.109685219,0.126337924,0.152560365,0.142590454,0.118160654,0.092129732,0.119419167,0.128559162,0.122841964,0.142761322,0.138309922,0.094431521,0.107776949,0.113964384,0.086700997,0.114118052,0.083947739,0.090817411,0.129773334,0.167141943,0.125964574,0.127035283,0.11922673,0.067136051,0.080560598,0.061555993,0.114526192,0.086590599,0.087446262,0.080103596,0.086492041,0.079460785,0.095185431,0.139994322,0.125146038,0.153899587,0.084366404,0.106858014,0.120436731,0.125516916,0.112399888,0.123776875,0.121163418,0.12102066,0.101090642,0.106074865,0.092112164,0.117891983,0.077048683,0.076742201,0.087212259,0.080070342,0.107411656,0.12433527,0.146136473,0.106280575,0.092981512,0.083777507,0.103710233,0.0853343,0.087555407,0.102782669,0.080966914,0.094768302,0.093135539,0.107431889,0.102436901,0.115368856,0.164197828,0.137413421,0.113597766,0.134759093,0.086875193,0.103083399,0.091412864,0.111719604,0.110652523,0.123671637,0.104888384,0.109828782,0.083250473,0.125000954,0.102495746,0.108419095,0.114560021,0.083549883,0.106586599,0.120289837,0.100817554
Serotonin,0.007110933,0.007837851,0.007317765,0.006494052,0.0059114,0.005213099,0.005067607,0.004459226,0.010153152,0.006837249,0.009745622,0.007794106,0.012730281,0.012522862,0.010641682,0.003344216,0.001135117,6.37E-04,4.46E-04,0.005943953,0.008148782,0.00670009,0.008237239,0.002465967,0.0075127,0.007259009,0.002609016,0.002754185,0.0038445,0.00440638,0.006748215,0.003329564,0.002364086,0.004073475,0.002592715,0.0027625,0.002767535,0.010268881,0.006296467,0.007500828,0.010651268,0.003777287,0.004322146,0.002994697,0.007936105,0.002979192,0.003135318,0.003221931,0.006966505,0.005341426,0.007155048,0.007498972,0.002253626,0.002246393,0.003022996,0.005021191,0.005517736,0.005349148,0.003489141,0.002924408,0.002190864,0.003998445,0.005375277,0.003004668,0.002768406,0.003404801,0.003358688,0.003338132,0.003715141,0.005037064,0.003731645,0.002768174,0.003058197,0.003414456,0.002417871,0.00338077,0.004253761,0.006921744,0.006216054,0.006556687,0.005930976,0.005870275,0.004240781,0.006300396,0.005381105,0.004580289,0.002350449,0.003412963,0.002975431,0.00233141,0.005347997,0.003673914,0.006989636,0.00821289,0.005224558,0.007029602,0.009047535
Sn-Glycero-3-Phosphocholine,0.088803948,0.148504551,0.180726308,0.055209371,0.11020594,0.069894686,0.101598003,0.204995779,0.154853221,0.065957493,0.33919869,0.268472431,0.140672319,0.077067541,0.112518531,0.085395827,0.063762749,0.088761689,0.106031297,0.104638552,0.089031564,0.079513718,0.093780383,0.159032001,0.137630756,0.147323605,0.07845634,0.216657607,0.10944435,0.119675673,0.137708424,0.077902054,0.074567065,0.081458652,0.245346641,0.107594634,0.165080828,0.057210442,0.100340367,0.054968637,0.081701465,0.072649042,0.129193873,0.070086111,0.130939782,0.108321165,0.18252409,0.109534624,0.07555734,0.153977326,0.070194989,0.121217069,0.237069822,0.332392647,0.142534644,0.088996114,0.103194603,0.098313621,0.067371827,0.096043284,0.130477458,0.143904149,0.097868044,0.16262785,0.14123939,0.068975803,0.139646511,0.068154103,0.154308703,0.056572237,0.073113103,0.12764939,0.063873489,0.127504004,0.071797134,0.095488399,0.100472242,0.089773811,0.101467587,0.123410117,0.052008675,0.078134996,0.157641611,0.145332619,0.09835021,0.143082001,0.160644779,0.180745964,0.094894555,0.374780521,0.127390961,0.117428726,0.089347896,0.047463421,0.067881976,0.097608939,0.068494541
Sphingomyelin,0.028010411,0.027617831,0.036081514,0.025183191,0.032672374,0.032591751,0.034164252,0.023907145,0.050772903,0.035330212,0.048734659,0.029366258,0.031670285,0.018903887,0,0.054082441,0.050120075,0.040982042,0.033499217,0.036832507,0.034833557,0.021320474,0.048237521,0.027876192,0.025842322,0.039313218,0.02183256,0.029591923,0.034959142,0.036950657,0.011122744,0.031986185,0.030694955,0,0.023436456,0.031061898,0.035081127,0,0,0,0,0.028159231,0.03197799,0.0533328,0.039920223,0.012900702,0,0.028512934,0.02860723,0.03901716,0.045682229,0.041948555,0.032725438,0.024687092,0.047186703,0.041305613,0.030537153,0.035311854,0.011950161,0,0.025881269,0.022707168,0.036574452,0.038766878,0.041473604,0,0.033470475,0.021971105,0.058418879,0.040463715,0.029110865,0.030697124,0.027441165,0.025682741,0.030070628,0.038621614,0.031628359,0.043189348,0.028713848,0.051299492,0.040516073,0.037263587,0.031631085,0.013531916,0.051120677,0.048875093,0.051741842,0.043282073,0.114555358,0.048626563,0.049866784,0.033202286,0.042138854,0.039004825,0.032308291,0.014294829,0.041026462
Stachydrine,0.01031679,0.010665093,0.011651096,0.007881576,0.016623072,0.007528211,0.070275687,0.016409091,0.055622002,0.013291283,0.016529674,0.046098515,0.015482546,0.010851888,0.015012459,0.051995413,0.016749625,0.02503812,0.024343493,0.127692704,0.190002683,0.010807904,0.006799832,0.094430125,0.008981424,0.034513715,0.024454398,0.106881511,0.1377938,0.133430716,0.099568241,0.028566793,0.010018585,0.021099689,0.046290846,0.004662497,0.004205497,0.09358559,0.046696188,0.042478385,0.016383614,0.01097218,0.571210686,0.011971417,0.006664405,0.034044143,0.02172921,0.115859236,0.018917466,0.003275907,0.007508625,0.018755751,0.023688278,0.158345293,0.012174026,0.010631435,0.013965788,0.009256646,0.004211358,0.023083863,0.004653117,0.120179949,0.053792555,0.007025221,0.005561548,0.050271039,0.010529806,0.006118936,0.009103339,0.022424171,0.007779015,0.02399972,0.007189493,0.094088944,0.008089146,0.108024729,0.014070705,0.016806423,0.01565249,0.014317292,0.03152055,0.006027553,0.050870481,0.005232784,0.008794118,0.009408607,0.023031367,0.047021022,0.011522491,0.062517425,0.092961302,0.018449939,0.009534966,0.034447284,0.017998348,0.015783737,0.008068943
Stearic acid,0.403000524,0.199082774,0.311841122,0.242205065,0.291722742,0.328297497,0.254347948,0.310129838,0.147493901,0.308435586,0.224888096,0.19848093,0.232516596,0.20946216,0.250379495,0.385672895,0.195956572,0.205881127,0.33323666,0.163871048,0.274639562,0.150145357,0.16840029,0.172414352,0.184103009,0.364715538,0.165723332,0.149101162,0.203503415,0.298568541,0.333801495,1.457632885,0.314430328,0.191468106,0.264356439,0.25761845,0.242471543,0.312571886,0.426471047,0.35780211,0.398202426,0.458990155,0.665023184,0.405908659,0.305756829,0.388904254,0.225017991,0.187888874,0.314320983,0.51887386,0.224266165,0.371980317,0.380113781,0.242957889,0.227851239,0.258716881,0.295553953,0.30237967,0.180952248,1.237291947,1.0646175,0.259054008,0.224841424,0.458045692,1.417707476,0.369558857,1.201763958,1.210205145,0.389254716,0.375814751,0.170670904,0.400468755,0.367065612,0.502071477,0.247387865,0.207823918,0.326894537,0.279464349,0.265309708,0.325699568,0.504295943,0.437382242,0.210719793,0.297874636,0.323381691,0.602299457,1.450797739,1.183512257,1.294571215,1.292875255,1.223525647,1.06634811,1.256847642,1.367775078,1.223790483,1.038621507,1.036943062
Suberate,0.001289227,3.75E-04,0,0.001529928,0,4.70E-04,0,0.001163434,0,0.001352529,0,0.001700867,0.001523969,3.33E-04,0.001311558,4.91E-04,0,5.19E-04,5.09E-04,0,0.001254852,0,0,0,0,9.68E-04,0.002055377,0,0,3.24E-04,0.001587664,0.00160929,0.001383026,0,0,0.001722684,7.80E-04,3.45E-04,0,0,0,0,0.001791157,0,6.64E-04,0,0.001650773,6.97E-04,0.001749862,5.39E-04,0.001449185,0,0,0.001537574,6.82E-04,0,6.99E-04,5.44E-04,0,0,0.001565215,0,0,0,0,0,0,0,6.53E-04,0,0,0,7.40E-04,5.03E-04,7.58E-04,6.29E-04,7.93E-04,0,0.002329769,3.54E-04,0,5.37E-04,7.44E-04,3.32E-04,5.77E-04,0.001898161,0,0,6.30E-04,0.001971277,5.08E-04,3.75E-04,0,4.76E-04,0,0,0.001756745
Succinic Acid,0.006763795,0.006388325,0.005860144,0.007368999,0.005593074,0.009963806,0.011182691,0.00463125,0.007491134,0.00787838,0.00722946,0.005563416,0.0065661,0.006798746,0.005025026,0.0052843,0.009934816,0.006035169,0.00610257,0.005997584,0.005825685,0.0058771,0.006883402,0.00595952,0.006601901,0.007316342,0.005640538,0.005158659,0.006027086,0.00742145,0.00661924,0.007716279,0.006908931,0.006263123,0.008116128,0.006904872,0.00519943,0.006752572,0.008678393,0.00576578,0.007562627,0.005133562,0.00545046,0.007176169,0.006868764,0.004921123,0.006579098,0.005940276,0.007713508,0.005333578,0.004544654,0.007286017,0.003954773,0.01156833,0.006554391,0.006249341,0.005119658,0.005983297,0.008410404,0.006140452,0.005946356,0.015375678,0.006820916,0.005876148,0.009743968,0.005616827,0.006378641,0.004905794,0.004711001,0.005206647,0.004884997,0.005621952,0.006784351,0.01047868,0.010096747,0.00507136,0.004619531,0.026614231,0.005071679,0.006395786,0.004852254,0.016227927,0.006731089,0.005321419,0.006516755,0.009307787,0.006965899,0.015676484,0.00481187,0.007072637,0.007558377,0.007057996,0.00494778,0.006575339,0.006245283,0.004560076,0.015633117
Sucrose,0.001902332,0.001773714,0,0.003974245,0,0.001160845,0.001579782,0.001584017,0.001458812,0.001441866,0.002401184,0.001961533,0.001765707,0.00123063,0.001311966,0,0.00167407,0.001857195,0.001303149,0.002438889,0,0.00445092,0,0.002242,0.004676559,0.001666095,0.001447102,0,0.001748889,0,0.001930351,0.005842439,0.00152566,0.018347159,0.001701574,0.006520271,0.002468664,0.001761892,0,0,0,0.002001695,0.002855019,0.001555454,0.001694537,0.001452279,0.001659196,0,0.002262168,0,0.001678496,0.003019795,0,0.002458532,0.002179041,0.002245979,0.003423585,0.001518366,0.008704856,0.001873888,0.001833761,0.00962171,0.008422903,0.002624837,0.001698343,0,0.002842461,0.001689207,0.002033707,0.001354906,0.005334695,0.002759703,0.001916885,0,0.002720304,0.002161453,0.003002327,0,0.001654509,0,0,0,0.002037169,0.012091075,0,0,0.002271766,0.009846611,0,0.011600794,0.002185944,0,0.005049254,0,0.003143872,0.007557776,0.005198377
