Feature	SampleID_25	SampleID_26	SampleID_27	SampleID_28	SampleID_29	SampleID_31	SampleID_32	SampleID_37	SampleID_38	SampleID_39	SampleID_40	SampleID_44	SampleID_47	SampleID_48	SampleID_49	SampleID_50	SampleID_52	SampleID_53	SampleID_54	SampleID_55	SampleID_56	SampleID_58	SampleID_59	SampleID_60	SampleID_61	SampleID_62	SampleID_64	SampleID_65	SampleID_66	SampleID_68	SampleID_69	SampleID_70	SampleID_75	SampleID_78	SampleID_79	SampleID_81	SampleID_82	SampleID_83	SampleID_2	SampleID_3	SampleID_4	SampleID_86	SampleID_87	SampleID_88	SampleID_89	SampleID_90	SampleID_91	SampleID_92	SampleID_93	SampleID_94	SampleID_95	SampleID_96	SampleID_97	SampleID_100	SampleID_5	SampleID_6	SampleID_7	SampleID_8	SampleID_103	SampleID_104	SampleID_105	SampleID_107	SampleID_108	SampleID_110	SampleID_111	SampleID_112	SampleID_113	SampleID_9	SampleID_10	SampleID_11	SampleID_17	SampleID_19	SampleID_20
14-Methylhexadecanoic acid	0.254379725	0.316476301	0.23337773	0.278106175	0.142964773	0.176759393	0.155300277	0.103209728	0.294848055	0.182654426	0.126279843	0.29031165	0.731462134	0.185715534	0.199559261	0.432628538	0.196879408	0.246176475	0.150451317	0.218787331	0.685230947	0.380457647	0.575867166	0.360762159	0.189373303	0.250443642	0.173545917	0.075604627	0.016581649	0.346313123	0.401375923	0.205887255	0.410290754	0.14499962	0.119163989	0.069179352	0.238632692	0.230035902	0.353076315	0.214571295	0.20732571	0.160290131	0.106699511	0.395626865	0.117932466	0.409432618	0.3184958	0.546373334	0.453222806	0.247395869	0.289706329	0.196607021	0.344300938	0.223011926	0.211942138	0.333320501	0.205705138	0.572186153	0.337020583	0.495148189	0.458616864	0.130909118	0.12800209	0.310277506	0.275488262	0.503581146	0.26042849	0.361596199	0.243092757	0.320030659	0.194573384	0.333718926	0.268689657
2-hydroxyglutarate	0.189048205	0.05424999	0.686940501	0.058393373	0.210065626	0.213747782	0.355029241	0.374749689	0.631782681	0.18848065	0.416683098	0.13802501	0.083807446	0.072151553	0.219751725	0.09646299	0.206472646	0.132656604	0.052760268	0.108808761	0.081265798	0.075322935	0.081810723	0.108223464	0.118452981	0.06280684	0.877987314	0.191510728	0.236855973	0.155934674	0.08996322	0.095691297	0.12382321	0.29493226	0.067447904	0.093422354	0.308408716	0.106182703	0.069058144	0.04038744	0.064443219	0.071423429	0.188335421	0.080790871	0.149004458	0.091470183	0.071020117	0.167127847	0.043705859	0.090461598	0.047724424	0.035328875	0.031284501	0.040991296	0.130168991	0.158092746	0.052911048	0.143038653	0.151331941	0.289631694	0.114252722	0.191776835	0.15692198	0.0913540219999999	0.071034339	0.060195423	0.064581782	0.056186374	0.128030435	0.075223581	0.168876117	0.064474362	0.374530504
3-(2-Hydroxyphenyl)Propanoate	0.042490318	0.063701616	0.11490689	0.014605002	0.068318713	0.084093643	0.210850455	0.165428372	0.026757735	0.055499814	0.096061008	0.047753093	0.038861556	0.06641728	0.066247147	0.056002003	0.081667782	0.11895396	0.106107327	0.056964946	0.019149453	0.034503724	0.018547531	0.169375302	0.054633988	0.040083968	0.133896504	0.021238536	0.076049837	0.042007126	0.05034565	0.179389848	0.033924425	0.088587946	0.052380535	0.101133451	0.100584225	0.053773265	0.041846507	0.029356097	0.068493561	0.034890544	0.107811705	0.030426064	0.077942677	0.061874601	0.044497858	0.053867131	0.011047357	0.103105769	0.036581078	0.048845711	0.054605726	0.060420421	0.090978008	0.081830305	0.034681059	0.060406349	0.061603842	0.064591828	0.04486046	0.054385136	0.140909085	0.024063243	0.05419924	0.017234383	0.041756486	0.047641609	0.077743016	0.059232097	0.054680565	0.094969753	0.057795845
3-Methoxytyramine	0.001149896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000556	0.0	0.0	0.0	0.0	0.0	0.000437	0.001143553	0.0	0.001088972	0.000355	0.001127598	0.0	0.0	0.0	0.0	0.0	0.001808696	0.0	0.000188	0.001157496	0.0	0.0	0.0	0.0	0.0	0.000995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001738738	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.001744791	0.0	0.0	0.0	0.0	0.0	0.004143791	0.00166884	0.000991	0.0	0.0	0.0	0.0	0.001264808	0.001804689	0.000478
4-Acetamidobutanoate	0.064735568	0.035826707	0.027206145	0.0470203479999999	0.063881521	0.030385817	0.032528719	0.059655719	0.058274567	0.065984436	0.037412649	0.04587925	0.047153218	0.061101219	0.043767015	0.042025065	0.036611244	0.034718935	0.014887356	0.081400632	0.052266867	0.06753977	0.047666809	0.057984062	0.041990829	0.024978927	0.005002984	0.005893429	0.009396885	0.059681068	0.035420473	0.046113126	0.049596255	0.020874988	0.016387206	0.0131846	0.034647317	0.030292706	0.063586055	0.045891876	0.028708469	0.029135099	0.047714612	0.015673308	0.045376262	0.101057814	0.101548839	0.153596973	0.051368771	0.045069749	0.012085523	0.037780238	0.033608484	0.043000616	0.027305143	0.03982201	0.017272233	0.06906706	0.060326109	0.060586038	0.046568726	0.041263597	0.03766025	0.047138858	0.05140874	0.033701667	0.047545956	0.098167558	0.093124637	0.07440024	0.0748709209999999	0.021861376	0.038838667
4-Hydroxybenzoate	0.027380177	0.03380736	0.034127944	0.014575246	0.012513609	0.057196341	0.023945544	0.078857804	0.041530949	0.262940502	0.064191138	0.013741711	0.041126832	0.034775592	0.066857249	0.016732165	0.014719581	0.020463362	0.007541484	0.020604205	0.031648049	0.005734875	0.010138011	0.027799076	0.030020615	0.036544591	0.008681531	0.00740437	0.002654504	0.014007233	0.026852393	0.016907632	0.055890822	0.199789184	0.041071884	0.10473905	0.014005154	0.027291127	0.010827867	0.013086349	0.012402559	0.025477605	0.114418073	0.038739757	0.016033688	0.020478722	0.008716145	0.008106809	0.008220916	0.011373394	0.00635343	0.007601606	0.027485418	0.019098757	0.009485109	0.014091335	0.006045674	0.01964608	0.013581358	0.020938401	0.024640237	0.039036581	0.046911685	0.017798196	0.014153485	0.013972299	0.020314785	0.012890612	0.016905605	0.018940548	0.043354572	0.010502464	0.090842273
4-Pyridoxate	0.005762431	0.004934136	0.005571086	0.011166656	0.031504087	0.020691352	0.009833634	0.017573342	0.022729544	0.013849714	0.015354589	0.035694988	0.020994956	0.01677444	0.017849333	0.033326441	0.02129749	0.016432188	0.003038282	0.009753593	0.003744788	0.005273692	0.015967731	0.007209165	0.011228956	0.014735254	0.001965323	0.002091185	0.004691827	0.007706416	0.022612168	0.015557074	0.033323065	0.004828296	0.003509095	0.004646589	0.005888764	0.00276934	0.020550221	0.022367935	0.00948887	0.006704954	0.007406077	0.006744207	0.017872564	0.023598769	0.084340425	0.01770348	0.0065996579999999	0.018196159	0.00274258	0.008873333	0.010500529	0.009512231	0.006991993	0.011220113	0.006288359	0.027922901	0.057453837	0.053933601	0.032134928	0.017206412	0.005450763	0.012630084	0.018642357	0.009814155	0.019520361	0.036599409	0.032794244	0.031441639	0.022774863	0.012166369	0.00655469
5-Methylcytosine	0.003505979	0.013298759	0.00250066	0.003222968	0.00200564	0.004054521	0.001672357	0.084971661	0.0	0.002174604	0.050519012	0.0	0.0	0.0	0.0	0.003001069	0.00217231	0.003644105	0.000861	0.003709747	0.0	0.002019235	0.0	0.0	0.003531258	0.005981414	0.002919942	0.001114917	0.001763228	0.0	0.002312058	0.001197962	0.002597472	0.002430841	0.0	0.002155087	0.002883087	0.00256291	0.002423347	0.0	0.0	0.001841648	0.006546164	0.001500746	0.002386428	0.006489228	0.007595882	0.0	0.0	0.0	0.000975	0.0	0.00788424	0.002203463	0.001581679	0.0	0.001316809	0.0	0.0	0.003295051	0.0	0.002908634	0.008137064	0.0	0.0	0.001276511	0.0	0.0	0.0	0.0	0.002796231	0.0	0.002207529
5-Valerolactone	1.222726725	1.433488822	1.510488712	1.66425343	1.878540605	1.292522426	0.874840644	0.558215724	2.72708909	2.482377156	2.149599527	2.382469682	2.487202897	1.822243942	1.519782841	2.595144402	1.925183299	1.103871058	0.318601907	1.297489097	0.929126708	0.749865956	0.492769663	0.592000969	1.025300815	0.614539143	0.779750971	0.118640794	0.159583702	1.542858287	2.786742912	4.072506012	1.368474119	0.383043472	0.472941486	0.310461855	1.763205802	0.446078988	1.132937417	1.626161059	1.103547403	0.385358524	0.174905638	0.482641856	0.515031677	3.632965371	3.062308455	2.064036551	0.698730676	2.267279534	0.517353811	1.572863676	2.665834535	1.078905559	0.602726701	0.795028446	0.856912296	2.611469829	3.131348795	1.920282128	1.475903989	1.077448938	0.704944811	2.094795747	2.969527704	0.78506047	2.01012007	1.90509633	1.752477203	1.645434024	0.977301777	1.47105992	0.6261452
5-Deoxyadenosine	0.005097848	0.006364504	0.013839343	0.018692167	0.004709824	0.007167651	0.007897253	0.011030389	0.009286455	0.010011005	0.003369633	0.018309633	0.022663138	0.004596393	0.012393418	0.024293776	0.007070162	0.013659873	0.00428728	0.012204625	0.013246046	0.033125344	0.070776074	0.004597845	0.007409825	0.004861732	0.002332204	0.002075615	0.002933738	0.029999445	0.005048453	0.046896021	0.009347253	0.006057069	0.001817123	0.002827351	0.006791612	0.0	0.006893259	0.00974916	0.019012125	0.021019501	0.003908674	0.004559428	0.006240579	0.006689662	0.024630185	0.023086079	0.008415203	0.016364806	0.007998287	0.007316257	0.008372045	0.004937559	0.007140817	0.009449763	0.016004163	0.016929727	0.008478432	0.01819914	0.01157883	0.005281469	0.004764151	0.015766616	0.012522838	0.005859536	0.008920139	0.009852093	0.007435771	0.006965408	0.013431123	0.005120143	0.004461621
Ascorbic acid	0.215133045	0.084658664	0.413762906	0.237786063	0.35515984	0.226455001	0.494779654	0.15955089	0.836958289	0.16999845	0.312974998	0.698014514	0.637029814	0.238353548	0.639977531	0.609429313	0.559927571	0.439567614	0.070874564	0.208765827	0.220067357	0.300607391	0.678336711	0.531443469	0.268166137	0.359043731	0.002945107	0.004979515	0.002701192	0.62027922	0.491120524	0.167636372	0.552706512	0.148098707	0.102060791	0.123823219	0.106165223	0.095585787	0.223256643	0.134188586	0.098991565	0.100506002	0.156795127	0.085370518	0.086608482	0.386753704	0.343337958	0.24182998	0.291781048	0.401744681	0.09852869	0.20801423	0.090986642	0.159887412	0.154789531	0.292468042	0.548103782	0.437492169	0.166115639	0.54857103	0.216641166	0.121538817	0.110530865	0.683527182	0.55751936	0.371806292	0.186891875	0.653594861	0.641142883	0.528015808	0.25343855	0.327699322	0.246680573
Benzyl Alcohol	0.0	0.0	0.035583966	0.030331819	0.050760933	0.0	0.0	0.0	0.023472443	0.011263438	0.003787629	0.057880019	0.095573699	0.055180752	0.001775713	0.070123085	0.008749473	0.003468883	0.005231479	0.020710438	0.007112886	0.015825746	0.019895448	0.021739033	0.0	0.002119075	0.0	0.000731	0.0	0.058774431	0.087682605	0.033011791	0.062810035	0.0	0.0	0.0	0.017988185	0.0	0.064911852	0.04217647	0.014025083	0.001085527	0.000896	0.001278867	0.0	0.075619882	0.084696124	0.042476669	0.022637551	0.010521726	0.011518897	0.030450456	0.052017447	0.035153207	0.004695942	0.029761145	0.03410846	0.079759194	0.066871122	0.057484666	0.015412652	0.002369401	0.007747356	0.066130282	0.073332765	0.049020165	0.110347433	0.075853786	0.060678199	0.030927485	0.007391215	0.024071385	0.0
Biotin	0.011613627	0.015241084	0.017425084	0.004449214	0.01420353	0.01278567	0.010395735	0.002307483	0.003694897	0.003345677	0.00475954	0.01585221	0.017215687	0.0109806	0.008018067	0.020856092	0.010535264	0.011635626	0.003310738	0.013047376	0.005294877	0.009133206	0.009682766	0.003742013	0.004192436	0.00288262	0.001105131	0.000934	0.003161795	0.032598495	0.025757563	0.004572132	0.011751865	0.003092308	0.003395501	0.004293343	0.0117241829999999	0.008764536	0.015797347	0.010616314	0.002600429	0.001993561	0.002200616	0.004800115	0.004016593	0.016750738	0.016214531	0.012969156	0.008129185	0.021026254	0.005509227	0.010020191	0.005817497	0.009356411	0.003570683	0.009330444	0.006508217	0.02246503	0.010437819	0.006929207	0.0122165	0.003100082	0.010624161	0.029436878	0.027236984	0.011325896	0.022689172	0.025321519	0.020786904	0.048705371	0.008810407	0.011407689	0.004815852
cis-10-Nonadecenoic acid	0.017514396	0.022159235	0.016188107	0.032680071	0.013120623	0.022016135	0.008702198	0.033169219	0.041004968	0.021053809	0.013343471	0.057534886	0.015426284	0.019846465	0.013126601	0.023846738	0.01839009	0.010196612	0.033893449	0.017046142	0.022784179	0.028628609	0.02765636	0.019616542	0.006390029	0.015182009	0.010389772	0.00095	0.001841941	0.026460762	0.012104363	0.011599365	0.023305342	0.005083567	0.008497578	0.004316771	0.0	0.003707584	0.031015638	0.017170954	0.010073203	0.007970242	0.007460663	0.0135475	0.003202463	0.010041246	0.017987857	0.02085268	0.008189493	0.011977217	0.018988915	0.012323698	0.048403108	0.010514937	0.009324834	0.011279085	0.018328334	0.01383235	0.022619912	0.03400481	0.0	0.013869835	0.0	0.077975477	0.033425525	0.104633199	0.034631354	0.051203783	0.019706539	0.0	0.0	0.023734992	0.018743161
cis-11-Eicosenoic acid	0.045324824	0.059145185	0.052624619	0.03824249	0.066857512	0.034989947	0.015247137	0.027812982	0.131563994	0.053415236	0.014057891	0.243557746	0.068277412	0.037877804	0.089952276	0.092597125	0.080652179	0.024021358	0.507262903	0.040772175	0.083830338	0.279559018	0.098437332	0.081159322	0.037398642	0.029065694	0.02867779	0.013819905	0.001717743	0.088407055	0.322942787	0.254379215	0.112249168	0.024917354	0.037937747	0.018921445	0.036391782	0.052063068	0.317963558	0.117534832	0.115947707	0.015332094	0.013535801	0.035766805	0.040576206	0.057911396	0.067142012	0.064652193	0.077972499	0.076308881	0.044765218	0.047875786	0.071406782	0.038794225	0.039576369	0.0221436	0.088163584	0.06557998	0.061612617	0.227114453	0.066210229	0.017937144	0.023945068	0.16107721	0.153549616	0.138075258	0.107772594	0.130187816	0.034667005	0.036211777	0.009710713	0.156009673	0.190411827
Creatine	0.047870763	0.068542842	0.104068574	0.055311667	0.122059976	0.075683744	0.217655653	6.957182477	0.020177577	0.028284462	0.823066494	0.14036579	0.029262054	0.243227935	0.012073299	0.025139792	0.029583802	0.28332645	0.003109537	0.02611718	0.3396871	0.016291384	0.204852283	0.224683296	0.056385268	0.400917342	6.446759999	5.253820118	7.171186602	0.071706074	0.050602722	0.087263669	0.375895778	0.01317999	3.993611457	3.814256519	0.00678929	0.720254173	0.017085426	0.046713606	0.014759098	3.85636013	6.648239704	2.831482575	0.279272003	0.107273728	0.272533549	0.041563886	0.226719631	0.127611605	0.101504046	0.021838769	0.497214476	0.15832852	0.129216511	0.17309733	0.01346131	0.132288194	0.133729033	0.039525847	0.011566082	0.917207849	13.8992355	0.160948126	0.081102738	0.082391264	0.132005214	0.201013347	0.227990775	0.503258065	0.031141896	0.847063382	1.786955674
D-Pinitol	0.001015233	0.0	0.00093	0.002416986	0.000913	0.007231183	0.001170513	0.002939813	0.002856231	0.047664261	0.025561456	0.002204687	0.000844	0.002925601	0.002390181	0.000662	0.000763	0.00061	0.00028	0.000565	0.000396	0.00061	0.010341512	0.0006	0.000616	0.000633	0.00901478	0.000272	0.006109963	0.00113056	0.002112918	0.001234393	0.000535	0.006267791	0.0	0.004883841	0.0	0.001867305	0.00066	0.000634	0.000881	0.000255	0.236571623	0.000371	0.000435	0.001008368	0.00230465	0.000671	0.000449	0.0	0.000172	0.002044171	0.000949	0.000828	0.000318	0.00385422	0.000621	0.000568	0.001085535	0.00256094	0.000783	0.002322241	0.05149355	0.000835	0.000755	0.000976	0.000623	0.002894467	0.003165843	0.002831397	0.000803	0.000489	0.00191428
D-Sedoheptulose	0.000747	0.0	0.000664	0.001065985	0.000734	0.001031684	0.000938	0.005793458	0.020896218	0.002111997	0.003164166	0.003308163	0.000958	0.001134251	0.002504811	0.000826	0.0	0.000519	0.000295	0.0	0.000412	0.000372	0.00067	0.002361085	0.010184906	0.000483	0.000856	0.001484467	0.001291782	0.000813	0.002107289	0.000786	0.000864	0.0	0.000702	0.001238456	0.0	0.002750946	0.0	0.0	0.000483	0.0	0.005001246	0.001045977	0.007166953	0.000618	0.000661	0.00041	0.00105103	0.001873095	0.000796	0.001569599	0.000855	0.0	0.000346	0.00054	0.00032	0.000573	0.001580727	0.002273648	0.003729993	0.003116031	0.003062831	0.0	0.00072	0.000516	0.001199727	0.0	0.000835	0.000894	0.000538	0.0	0.001931593
Deoxyguanosine	0.013686637	0.017227293	0.101225921	0.015594498	0.016029817	0.02047404	0.010853482	0.043778878	0.007096739	0.005140763	0.010207899	0.015786084	0.012995288	0.011359074	0.032274135	0.035945077	0.031240393	0.011688539	0.009115687	0.039179865	0.008915874	0.013201831	0.020481455	0.009945968	0.018570734	0.017503335	0.009437611	0.004655961	0.0	0.012569439	0.00417611	0.02198435	0.012334477	0.018132791	0.010966012	0.011773383	0.014978341	0.016033017	0.01201694	0.007892985	0.017141656	0.082910086	0.008852591	0.015305337	0.023247536	0.020435731	0.075014686	0.021234531	0.005621534	0.007327762	0.006206136	0.006618655	0.008472466	0.014466874	0.004445112	0.013135146	0.012789322	0.047180658	0.021277	0.15890489	0.016088032	0.006732051	0.021288989	0.022117135	0.015075624	0.009898193	0.017066763	0.00746797	0.011019452	0.005573611	0.014717581	0.017373207	0.013058873
Dihydrouracil	0.0	0.0	0.00230842	0.001029204	0.002714834	0.0	0.0	0.001785483	0.0	0.0	0.0	0.0	0.002410367	0.0	0.0	0.0	0.0	0.0	0.002389955	0.0	0.0	0.001282567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004465496	0.003095142	0.001063055	0.001063254	0.0	0.0	0.000343	0.0	0.0	0.0	0.0	0.001357656	0.0	0.0	0.0	0.0	0.004343142	0.003348919	0.0	0.001324438	0.003376321	0.000773	0.0	0.000819	0.002186551	0.0	0.003146373	0.001836505	0.005737809	0.0	0.002559683	0.0	0.0	0.0	0.003086185	0.0	0.0	0.0	0.003421049	0.0	0.004066639	0.002338327	0.00221915	0.0
Erucic acid	0.0	0.00094	0.0	0.003604567	0.00191084	0.0	0.000933	0.004272613	0.04886541	0.00239371	0.0	0.020827461	0.0	0.0	0.055124841	0.016069797	0.018059847	0.00336445	0.008188266	0.002770434	0.005053414	0.110683198	0.001798879	0.0	0.0	0.012238975	0.000972	0.00036	0.0	0.004836978	0.067256997	0.039427526	0.008548315	0.003026187	0.00187893	0.001723408	0.0	0.00285773	0.042450798	0.06965828	0.066375918	0.0	0.0	0.0	0.0	0.012369436	0.010073569	0.029183976	0.005175031	0.007341938	0.002003879	0.001414175	0.001471931	0.0	0.000612	0.000819	0.0	0.01110126	0.017946913	0.095795957	0.0	0.0	0.0	0.112762285	0.014429832	0.012763658	0.047870659	0.010164317	0.007684222	0.005355546	0.0	0.021842043	0.12124425
Fructose	0.0138515	0.014276672	0.017804762	0.021899767	0.012184088	0.021665727	0.022396615	0.256598473	0.071938744	0.046144835	0.070627325	0.008608974	0.009444025	0.015693559	0.01474966	0.015051476	0.016338306	0.008928833	0.006689354	0.01328609	0.008156126	0.004398792	0.00542431	0.012127961	0.018926246	0.011681047	0.163198221	0.118173057	0.16071396	0.009135123	0.009071244	0.005755286	0.008880709	0.022979187	0.045656514	0.046308104	0.014848845	0.009607112	0.006360433	0.006994383	0.063828068	0.09285043	0.120196805	0.045339339	0.077498606	0.011352652	0.010690866	0.009854552	0.005327809	0.01995655	0.008349957	0.016981161	0.011220698	0.022729344	0.009841078	0.010077447	0.005979141	0.012012625	0.047158462	0.019898804	0.012438487	0.012111863	0.118287979	0.013913722	0.011734621	0.004655957	0.007560857	0.011203848	0.015312167	0.013591288	0.011439432	0.009525819	0.014172373
Glycine	0.013549988	0.024280809	0.050696985	0.010951022	0.012019176	0.030463104	0.021516909	0.076289717	0.011781626	0.017752188	0.090684029	0.022290983	0.033691164	0.03455038	0.016607629	0.01952405	0.037902074	0.018089513	0.023579617	0.022305704	0.00897806	0.010681562	0.011133601	0.020642559	0.035507771	0.005238141	0.271717447	0.191989603	0.396324897	0.025402119	0.009682785	0.014044108	0.029271959	0.09291503	0.200670299	0.033599536	0.016318498	0.041646076	0.011830202	0.007762873	0.006725551	0.082904252	0.155240993	0.038799682	0.035876245	0.015265302	0.013566922	0.018216264	0.008376581	0.013250526	0.021760038	0.01764319	0.00683221	0.013581039	0.123122745	0.050568192	0.007064119	0.021181614	0.022593125	0.028089354	0.018609241	0.01992298	0.053035416	0.015514514	0.016244921	0.013201746	0.01600546	0.017162804	0.036499677	0.177560566	0.049092528	0.014889318	0.132926853
Guanidinoacetate	0.001435449	0.005246964	0.002200744	0.019554051	0.001747975	0.021596571	0.00185394	0.116842209	0.002040203	0.01227626	0.02800666	0.001947261	0.002314065	0.035813264	0.003521768	0.002908599	0.001824812	0.005828033	0.000559	0.001435971	0.007563557	0.001584888	0.001035138	0.001629394	0.021355771	0.010870471	0.026606361	0.029035509	0.024937762	0.002637147	0.002425783	0.001143828	0.001548108	0.053160045	0.041581959	0.045228594	0.003045149	0.019828485	0.002252693	0.001475788	0.002915827	0.07363924	0.081155637	0.033064149	0.117537881	0.001620362	0.00171935	0.001001712	0.000795	0.003140908	0.000641	0.00194328	0.008322823	0.006984255	0.010126004	0.001497451	0.00096	0.003030094	0.001062049	0.002109263	0.019810664	0.022187055	0.031272279	0.004505022	0.002342205	0.000872	0.00174181	0.001417098	0.003774308	0.004227647	0.125538388	0.001168568	0.395856543
Histidine	0.010824397	0.029231707	0.019749749	0.020834017	0.034505361	0.01282625	0.035040039	0.078033533	0.06320562	0.076203337	0.018015855	0.020706842	0.012703313	0.031523367	0.020607517	0.029699429	0.009175791	0.013011302	0.003548948	0.011923721	0.011708701	0.007276908	0.02028062	0.010082051	0.040695083	0.050452826	0.877987314	0.845020019	1.013771455	0.029333224	0.042467465	0.032933977	0.020506174	0.031231435	0.012965946	0.021703851	0.016693362	0.013513157	0.017257181	0.01568888	0.026049631	0.086422667	0.381452325	0.042737228	0.036580908	0.013978775	0.025524083	0.01879638	0.004300149	0.006775697	0.00082	0.005994752	0.009058155	0.010024032	0.006394146	0.009708821	0.007376914	0.01881771	0.048501117	0.029509967	0.027234576	0.016135579	0.057483969	0.018252225	0.013962103	0.004603904	0.007168512	0.022982536	0.030946338	0.022911571	0.050356037	0.009509823	0.022933903
Hypotaurine	0.00113247	0.001427181	0.00081	0.000236	0.000585	0.001029249	0.001134712	0.001625465	0.000516	0.000829	0.000672	0.000953	0.000793	0.001005983	0.000559	0.001215317	0.000752	0.001079016	0.000228	0.001779175	0.000353	0.000453	0.000521	0.00056	0.002969215	0.001537257	0.00326607	0.00117729	0.003206617	0.000775	0.0007	0.000313	0.000543	0.000946	0.00054	0.001055068	0.00105384	0.001711657	0.000648	0.000623	0.000395	0.000306	0.001247681	0.000506	0.00036	0.001309844	0.000642	0.000796	0.000241	0.001157693	0.000402	0.000459	0.000204	0.003007651	0.003099221	0.000858	0.000771	0.001146609	0.004470921	0.000387	0.001312818	0.000669	0.000809	0.001328045	0.001015787	0.000263	0.000399	0.000733	0.00086	0.001925084	0.000991	0.00124562	0.002196194
